Site,Pop,Rep,Time_in_SB,Tray,Well,Seed_number,Viability_category,Germ_in_bag,Purple_Stainning,More_50_stain,Radicle_cap_stained,Notes,Elev_m,Elev_class
CP2,DPR,5,1,5,A3,3,1,0,0,NA,NA,NA,1019,mid
CP2,DPR,5,1,5,A3,4,1,0,0,NA,NA,NA,1019,mid
CP2,DPR,5,1,5,A3,5,1,0,0,NA,NA,NA,1019,mid
CP2,DPR,5,1,5,A3,6,1,0,0,NA,NA,NA,1019,mid
CP2,DPR,5,1,5,A3,7,1,0,0,NA,NA,NA,1019,mid
CP2,DPR,5,1,5,A3,8,1,0,0,NA,NA,NA,1019,mid
CP2,DPR,5,1,5,A3,9,1,0,0,NA,NA,NA,1019,mid
CP2,DPR,5,1,5,A3,10,4,0,0,NA,NA,NA,1019,mid
CP2,LV2,5,1,5,A4,1,1,0,0,NA,NA,NA,2500,high
CP2,LV2,5,1,5,A4,2,1,0,0,NA,NA,NA,2500,high
CP2,LV2,5,1,5,A4,3,1,0,0,NA,NA,NA,2500,high
CP2,LV2,5,1,5,A4,4,1,0,0,NA,NA,NA,2500,high
CP2,LV2,5,1,5,A4,5,1,0,0,NA,NA,NA,2500,high
CP2,LV2,5,1,5,A4,6,4,0,0,NA,NA,NA,2500,high
CP2,LV2,5,1,5,A4,7,1,0,0,NA,NA,NA,2500,high
CP2,WL3,5,1,5,B1,1,1,0,0,NA,NA,NA,2138,high
CP2,WL3,5,1,5,B1,2,1,0,0,NA,NA,NA,2138,high
CP2,WL3,5,1,5,B1,3,1,0,0,NA,NA,NA,2138,high
CP2,WL3,5,1,5,B1,4,2,0,0,NA,NA,NA,2138,high
CP2,WL3,5,1,5,B1,5,1,0,0,NA,NA,NA,2138,high
CP2,WL3,5,1,5,B1,6,4,0,0,NA,NA,NA,2138,high
CP2,WL3,5,1,5,B1,7,4,0,0,NA,NA,NA,2138,high
CP2,WL3,5,1,5,B1,8,4,0,0,NA,NA,NA,2138,high
CP2,WL3,5,1,5,B1,9,4,0,0,NA,NA,NA,2138,high
CP2,WL3,5,1,5,B1,10,4,0,0,NA,NA,NA,2138,high
CP2,BH,5,1,5,B2,1,1,0,0,NA,NA,NA,511,low
CP2,BH,5,1,5,B2,2,1,0,0,NA,NA,NA,511,low
CP2,BH,5,1,5,B2,3,1,0,0,NA,NA,NA,511,low
CP2,BH,5,1,5,B2,4,1,0,0,NA,NA,NA,511,low
CP2,BH,5,1,5,B2,5,1,0,0,NA,NA,NA,511,low
CP2,BH,5,1,5,B2,6,4,0,0,NA,NA,NA,511,low
CP2,BH,5,1,5,B2,7,4,0,0,NA,NA,NA,511,low
CP2,WL2,5,1,5,B3,1,1,0,0,NA,NA,NA,2020,high
CP2,WL2,5,1,5,B3,2,1,0,0,NA,NA,NA,2020,high
CP2,WL2,5,1,5,B3,3,1,0,0,NA,NA,NA,2020,high
CP2,WL2,5,1,5,B3,4,1,0,0,NA,NA,NA,2020,high
CP2,WL2,5,1,5,B3,5,1,0,0,NA,NA,NA,2020,high
CP2,WL2,5,1,5,B3,6,3,0,1,0,0,purple cap and band,2020,high
CP2,WL2,5,1,5,B3,7,1,0,0,NA,NA,NA,2020,high
CP2,WL2,5,1,5,B3,8,1,0,0,NA,NA,NA,2020,high
CP2,WL2,5,1,5,B3,9,1,0,0,NA,NA,NA,2020,high
CP2,SC,5,1,5,B4,1,4,0,0,NA,NA,NA,422,low
CP2,SC,5,1,5,B4,2,1,0,0,NA,NA,NA,422,low
CP2,SC,5,1,5,B4,3,3,0,0,0,1,NA,422,low
CP2,SC,5,1,5,B4,4,1,0,0,NA,NA,NA,422,low
CP2,SC,5,1,NA,NA,5,1,1,NA,NA,NA,NA,422,low
CP2,SQ3,5,1,5,C1,1,1,0,0,NA,NA,NA,2373,high
CP2,SQ3,5,1,5,C1,2,1,0,0,NA,NA,NA,2373,high
CP2,SQ3,5,1,5,C1,3,4,0,0,NA,NA,NA,2373,high
CP2,YOSE1,5,1,5,C2,1,1,0,0,NA,NA,NA,2141,high
CP2,YOSE1,5,1,5,C2,2,1,0,0,NA,NA,NA,2141,high
CP2,YOSE1,5,1,5,C2,3,1,0,0,NA,NA,NA,2141,high
CP2,YOSE1,5,1,5,C2,4,4,0,0,NA,NA,NA,2141,high
CP2,YOSE1,5,1,5,C2,5,1,0,0,NA,NA,NA,2141,high
CP2,YOSE1,5,1,5,C2,6,1,0,0,NA,NA,NA,2141,high
CP2,YOSE1,5,1,NA,NA,8,1,1,NA,NA,NA,2 SEEDS IN CP2_YOSE1_R5 GERM IN BAG,2141,high
CP2,YOSE1,5,1,NA,NA,9,1,1,NA,NA,NA,NA,2141,high
CP2,TM2,5,1,5,C3,1,1,0,0,NA,NA,NA,379,low
CP2,TM2,5,1,5,C3,2,1,0,0,NA,NA,NA,379,low
CP2,TM2,5,1,5,C3,3,1,0,0,NA,NA,NA,379,low
CP2,TM2,5,1,5,C3,4,3,0,1,0,1,purple outer embryo,379,low
CP2,TM2,5,1,5,C3,5,1,0,0,NA,NA,NA,379,low
CP2,WL2,6,1,6,A1,1,1,0,0,NA,NA,NA,2020,high
CP2,WL2,6,1,6,A1,2,4,0,0,NA,NA,NA,2020,high
CP2,WL2,6,1,6,A1,3,1,0,0,NA,NA,NA,2020,high
CP2,WL2,6,1,6,A1,4,1,0,0,NA,NA,NA,2020,high
CP2,WL2,6,1,6,A1,5,1,0,0,NA,NA,NA,2020,high
CP2,WL2,6,1,6,A1,6,1,0,0,NA,NA,NA,2020,high
CP2,WL1,6,1,6,A2,1,1,0,0,NA,NA,NA,1614,mid
CP2,WL1,6,1,6,A2,2,1,0,0,NA,NA,NA,1614,mid
CP2,WL1,6,1,6,A2,3,3,0,1,0,1,purple band,1614,mid
CP2,WL1,6,1,6,A2,4,1,0,0,NA,NA,NA,1614,mid
CP2,WL1,6,1,6,A2,5,1,0,0,NA,NA,NA,1614,mid
CP2,WL1,6,1,6,A2,6,4,0,0,NA,NA,NA,1614,mid
CP2,WL1,6,1,6,A2,7,4,0,0,NA,NA,NA,1614,mid
CP2,WL1,6,1,6,A2,8,4,0,0,NA,NA,NA,1614,mid
CP2,WL1,6,1,6,A2,9,4,0,0,NA,NA,NA,1614,mid
CP2,WL1,6,1,6,A2,10,4,0,0,NA,NA,NA,1614,mid
CP2,WL3,6,1,6,A3,1,1,0,0,NA,NA,NA,2138,high
CP2,WL3,6,1,6,A3,2,1,0,0,NA,NA,NA,2138,high
CP2,WL3,6,1,6,A3,3,1,0,0,NA,NA,NA,2138,high
CP2,WL3,6,1,6,A3,4,4,0,0,NA,NA,NA,2138,high
CP2,WL3,6,1,6,A3,5,4,0,0,NA,NA,NA,2138,high
CP2,WL3,6,1,6,A3,6,1,0,0,NA,NA,NA,2138,high
CP2,WL3,6,1,6,A3,7,1,0,0,NA,NA,NA,2138,high
CP2,WL3,6,1,6,A3,8,4,0,0,NA,NA,NA,2138,high
CP2,WL3,6,1,6,A3,9,4,0,0,NA,NA,NA,2138,high
CP2,BH,6,1,6,A4,1,1,0,0,NA,NA,NA,511,low
CP2,BH,6,1,6,A4,2,1,0,0,NA,NA,NA,511,low
CP2,BH,6,1,6,A4,3,1,0,0,NA,NA,NA,511,low
CP2,BH,6,1,6,A4,4,1,0,0,NA,NA,NA,511,low
CP2,BH,6,1,6,A4,5,1,0,0,NA,NA,NA,511,low
CP2,BH,6,1,6,A4,6,4,0,0,NA,NA,NA,511,low
CP2,BH,6,1,6,A4,7,4,0,0,NA,NA,NA,511,low
CP2,YOSE1,6,1,6,B1,1,1,0,0,NA,NA,NA,2141,high
CP2,YOSE1,6,1,6,B1,2,1,0,0,NA,NA,NA,2141,high
CP2,YOSE1,6,1,6,B1,3,1,0,0,NA,NA,NA,2141,high
CP2,YOSE1,6,1,6,B1,4,1,0,0,NA,NA,NA,2141,high
CP2,YOSE1,6,1,6,B1,5,4,0,0,NA,NA,NA,2141,high
CP2,YOSE1,6,1,6,B1,6,4,0,0,NA,NA,NA,2141,high
CP2,YOSE1,6,1,6,B1,7,4,0,0,NA,NA,NA,2141,high
CP2,YOSE1,6,1,6,B1,8,4,0,0,NA,NA,NA,2141,high
CP2,YOSE1,6,1,6,B1,9,4,0,0,NA,NA,NA,2141,high
CP2,LV2,6,1,6,B2,1,1,0,0,NA,NA,NA,2500,high
CP2,LV2,6,1,6,B2,2,1,0,0,NA,NA,NA,2500,high
CP2,LV2,6,1,6,B2,3,1,0,0,NA,NA,NA,2500,high
CP2,LV2,6,1,6,B2,4,1,0,0,NA,NA,NA,2500,high
CP2,LV2,6,1,6,B2,5,2,0,0,NA,NA,NA,2500,high
CP2,LV2,6,1,6,B2,6,1,0,0,NA,NA,NA,2500,high
CP2,DPR,6,1,6,B3,1,1,0,0,NA,NA,NA,1019,mid
CP2,DPR,6,1,6,B3,2,1,0,0,NA,NA,NA,1019,mid
CP2,DPR,6,1,6,B3,3,1,0,0,NA,NA,NA,1019,mid
CP2,DPR,6,1,6,B3,4,1,0,0,NA,NA,NA,1019,mid
CP2,DPR,6,1,6,B3,5,3,0,1,0,1,"light purple band, little green at the top of the embryo",1019,mid
CP2,DPR,6,1,6,B3,6,1,0,0,NA,NA,NA,1019,mid
CP2,DPR,6,1,6,B3,7,4,0,0,NA,NA,NA,1019,mid
CP2,TM2,6,1,6,B4,1,1,0,0,NA,NA,NA,379,low
CP2,TM2,6,1,6,B4,2,1,0,0,NA,NA,NA,379,low
CP2,TM2,6,1,6,B4,3,1,0,0,NA,NA,NA,379,low
CP2,TM2,6,1,6,B4,4,2,0,0,NA,NA,NA,379,low
CP2,TM2,6,1,6,B4,5,1,0,0,NA,NA,NA,379,low
CP2,TM2,6,1,6,B4,6,3,0,1,0,0,"purple band, purple embryo",379,low
CP2,IH,6,1,6,C1,1,3,0,1,0,1,"purple band, purple embryo, little green at the top of the embryo",454,low
CP2,IH,6,1,6,C1,2,1,0,0,NA,NA,NA,454,low
CP2,IH,6,1,6,C1,3,1,0,0,NA,NA,NA,454,low
CP2,IH,6,1,6,C1,4,1,0,0,NA,NA,NA,454,low
CP2,IH,6,1,6,C1,5,1,0,0,NA,NA,NA,454,low
CP2,IH,6,1,6,C1,6,4,0,0,NA,NA,NA,454,low
CP2,IH,6,1,6,C1,7,4,0,0,NA,NA,NA,454,low
CP2,IH,6,1,6,C1,8,4,0,0,NA,NA,NA,454,low
CP2,IH,6,1,6,C1,9,4,0,0,NA,NA,NA,454,low
CP2,SC,6,1,6,C2,1,1,0,0,NA,NA,NA,422,low
CP2,SC,6,1,6,C2,2,1,0,0,NA,NA,NA,422,low
CP2,SC,6,1,6,C2,3,1,0,0,NA,NA,NA,422,low
CP2,SC,6,1,6,C2,4,1,0,0,NA,NA,NA,422,low
CP2,SQ3,6,1,6,C3,1,1,0,0,NA,NA,NA,2373,high
CP2,SQ3,6,1,6,C3,2,1,0,0,NA,NA,NA,2373,high
CP2,SQ3,6,1,6,C3,3,1,0,0,NA,NA,NA,2373,high
CP2,SQ3,6,1,6,C3,4,4,0,0,NA,NA,NA,2373,high
CP2,IH,7,1,7,A1,1,1,0,0,NA,NA,NA,454,low
CP2,IH,7,1,7,A1,2,1,0,0,NA,NA,NA,454,low
CP2,IH,7,1,7,A1,3,1,0,0,NA,NA,NA,454,low
CP2,IH,7,1,7,A1,4,1,0,0,NA,NA,NA,454,low
CP2,IH,7,1,7,A1,5,1,0,0,NA,NA,NA,454,low
CP2,IH,7,1,7,A1,6,4,0,0,NA,NA,NA,454,low
CP2,IH,7,1,7,A1,7,4,0,0,NA,NA,NA,454,low
CP2,IH,7,1,7,A1,8,4,0,0,NA,NA,NA,454,low
CP2,IH,7,1,7,A1,9,4,0,0,NA,NA,NA,454,low
CP2,YOSE1,7,1,7,A2,1,1,0,0,NA,NA,NA,2141,high
CP2,YOSE1,7,1,7,A2,2,1,0,0,NA,NA,NA,2141,high
CP2,YOSE1,7,1,7,A2,3,1,0,0,NA,NA,NA,2141,high
CP2,YOSE1,7,1,7,A2,4,1,0,0,NA,NA,NA,2141,high
CP2,YOSE1,7,1,7,A2,5,1,0,0,NA,NA,NA,2141,high
CP2,YOSE1,7,1,7,A2,6,4,0,0,NA,NA,NA,2141,high
CP2,YOSE1,7,1,7,A2,7,4,0,0,NA,NA,NA,2141,high
CP2,YOSE1,7,1,7,A2,8,4,0,0,NA,NA,NA,2141,high
CP2,WL1,7,1,7,A3,1,1,0,0,NA,NA,NA,1614,mid
CP2,WL1,7,1,7,A3,2,1,0,0,NA,NA,NA,1614,mid
CP2,WL1,7,1,7,A3,3,1,0,0,NA,NA,NA,1614,mid
CP2,WL1,7,1,7,A3,4,4,0,0,NA,NA,NA,1614,mid
CP2,WL1,7,1,7,A3,5,4,0,0,NA,NA,NA,1614,mid
CP2,WL1,7,1,7,A3,6,4,0,0,NA,NA,NA,1614,mid
CP2,WL1,7,1,7,A3,7,4,0,0,NA,NA,NA,1614,mid
CP2,WL1,7,1,7,A3,8,4,0,0,NA,NA,NA,1614,mid
CP2,WL1,7,1,7,A3,9,4,0,0,NA,NA,NA,1614,mid
CP2,WL1,7,1,7,A3,10,4,0,0,NA,NA,NA,1614,mid
CP2,WL1,7,1,7,A3,11,4,0,0,NA,NA,NA,1614,mid
CP2,WL2,7,1,7,A4,1,1,0,0,NA,NA,NA,2020,high
CP2,WL2,7,1,7,A4,2,1,0,0,NA,NA,NA,2020,high
CP2,WL2,7,1,7,A4,3,1,0,0,NA,NA,NA,2020,high
CP2,WL2,7,1,7,A4,4,1,0,0,NA,NA,NA,2020,high
CP2,WL2,7,1,7,A4,5,1,0,0,NA,NA,NA,2020,high
CP2,WL2,7,1,7,A4,6,1,0,0,NA,NA,NA,2020,high
CP2,WL2,7,1,7,A4,7,1,0,0,NA,NA,NA,2020,high
CP2,WL2,7,1,7,A4,8,4,0,0,NA,NA,NA,2020,high
CP2,WL2,7,1,7,A4,9,4,0,0,NA,NA,NA,2020,high
CP2,WL2,7,1,7,A4,10,4,0,0,NA,NA,NA,2020,high
CP2,WL3,7,1,7,B1,1,1,0,0,NA,NA,NA,2138,high
CP2,WL3,7,1,7,B1,2,1,0,0,NA,NA,NA,2138,high
CP2,WL3,7,1,7,B1,3,1,0,0,NA,NA,NA,2138,high
CP2,WL3,7,1,7,B1,4,3,0,0,0,1,seed coat lost so no photos of seed with coat and removed,2138,high
CP2,WL3,7,1,7,B1,5,1,0,0,NA,NA,NA,2138,high
CP2,WL3,7,1,7,B1,6,1,0,0,NA,NA,NA,2138,high
CP2,WL3,7,1,7,B1,7,4,0,0,NA,NA,NA,2138,high
CP2,WL3,7,1,7,B1,8,4,0,0,NA,NA,NA,2138,high
CP2,WL3,7,1,7,B1,9,4,0,0,NA,NA,NA,2138,high
CP2,SC,7,1,7,B2,1,1,0,0,NA,NA,NA,422,low
CP2,SC,7,1,7,B2,2,1,0,0,NA,NA,NA,422,low
CP2,SC,7,1,7,B2,3,1,0,0,NA,NA,NA,422,low
CP2,SC,7,1,7,B2,4,1,0,0,NA,NA,NA,422,low
CP2,SC,7,1,7,B2,5,1,0,0,NA,NA,NA,422,low
CP2,SC,7,1,7,B2,6,1,0,0,NA,NA,NA,422,low
CP2,SC,7,1,7,B2,7,1,0,0,NA,NA,NA,422,low
CP2,SC,7,1,7,B2,8,4,0,0,NA,NA,NA,422,low
CP2,SC,7,1,7,B2,9,4,0,0,NA,NA,NA,422,low
CP2,SC,7,1,7,B2,10,4,0,0,NA,NA,NA,422,low
CP2,LV2,7,1,7,B3,1,1,0,0,NA,NA,NA,2500,high
CP2,LV2,7,1,7,B3,2,1,0,0,NA,NA,NA,2500,high
CP2,LV2,7,1,7,B3,3,1,0,0,NA,NA,NA,2500,high
CP2,LV2,7,1,7,B3,4,1,0,0,NA,NA,NA,2500,high
CP2,LV2,7,1,7,B3,5,1,0,0,NA,NA,NA,2500,high
CP2,LV2,7,1,7,B3,6,1,0,0,NA,NA,NA,2500,high
CP2,LV2,7,1,7,B3,7,1,0,0,NA,NA,NA,2500,high
CP2,LV2,7,1,NA,NA,8,1,1,NA,NA,NA,NA,2500,high
CP2,SQ3,7,1,7,B4,1,1,0,0,NA,NA,NA,2373,high
CP2,SQ3,7,1,7,B4,2,1,0,0,NA,NA,NA,2373,high
CP2,SQ3,7,1,7,B4,3,4,0,0,NA,NA,NA,2373,high
CP2,SQ3,7,1,7,B4,4,1,0,0,NA,NA,NA,2373,high
CP2,TM2,7,1,7,C1,1,1,0,0,NA,NA,NA,379,low
CP2,TM2,7,1,7,C1,2,1,0,0,NA,NA,NA,379,low
CP2,TM2,7,1,7,C1,3,1,0,0,NA,NA,NA,379,low
CP2,TM2,7,1,7,C1,4,1,0,0,NA,NA,NA,379,low
CP2,TM2,7,1,7,C1,5,1,0,0,NA,NA,NA,379,low
CP2,TM2,7,1,7,C1,6,1,0,0,NA,NA,NA,379,low
CP2,TM2,7,1,7,C1,7,1,0,0,NA,NA,NA,379,low
CP2,TM2,7,1,7,C1,8,1,0,0,NA,NA,NA,379,low
CP2,TM2,7,1,7,C1,9,1,0,0,NA,NA,NA,379,low
CP2,DPR,7,1,7,C2,1,1,0,0,NA,NA,NA,1019,mid
CP2,DPR,7,1,7,C2,2,1,0,0,NA,NA,NA,1019,mid
CP2,DPR,7,1,7,C2,3,1,0,0,NA,NA,NA,1019,mid
CP2,DPR,7,1,7,C2,4,1,0,0,NA,NA,NA,1019,mid
CP2,DPR,7,1,7,C2,5,1,0,0,NA,NA,NA,1019,mid
CP2,DPR,7,1,7,C2,6,4,0,0,NA,NA,NA,1019,mid
CP2,DPR,7,1,7,C2,7,4,0,0,NA,NA,NA,1019,mid
CP2,DPR,7,1,7,C2,8,4,0,0,NA,NA,NA,1019,mid
CP2,DPR,7,1,7,C2,9,4,0,0,NA,NA,NA,1019,mid
CP2,BH,7,1,7,C3,1,1,0,0,NA,NA,NA,511,low
CP2,BH,7,1,7,C3,2,1,0,0,NA,NA,NA,511,low
CP2,BH,7,1,7,C3,3,1,0,0,NA,NA,NA,511,low
